Time,Date,Discharge_inflow_m3pers,DOC_concentration_inflow_mgperL
42194,07/09/2015,5.89646,2.38678
42195,07/10/2015,5.8356,2.38582
42196,07/11/2015,5.77536,2.38538
42197,07/12/2015,5.71575,2.38537
42198,07/13/2015,5.65676,2.3857
42199,07/14/2015,5.59837,2.38631
42200,07/15/2015,5.54059,2.38716
42201,07/16/2015,5.4834,2.3882
42202,07/17/2015,5.4268,2.3894
42203,07/18/2015,5.37079,2.39074
42204,07/19/2015,5.31535,2.39219
42205,07/20/2015,5.65171,2.45191
42206,07/21/2015,5.46293,2.46708
42207,07/22/2015,5.78204,2.55482
42208,07/23/2015,5.54987,2.5512
42209,07/24/2015,5.35618,2.54811
42210,07/25/2015,10.2011,3.14779
42211,07/26/2015,9.0397,3.08496
42212,07/27/2015,8.11047,3.02132
42213,07/28/2015,7.35538,2.96257
42214,07/29/2015,6.75629,2.90252
42215,07/30/2015,7.15683,2.94156
42216,07/31/2015,7.20921,2.94211
42217,08/01/2015,8.08256,3.03219
42218,08/02/2015,7.28904,2.97542
42219,08/03/2015,6.64115,2.92477
42220,08/04/2015,6.11657,2.87776
42221,08/05/2015,5.69105,2.83472
42222,08/06/2015,5.34374,2.79644
42223,08/07/2015,5.05608,2.76454
42224,08/08/2015,13.0554,3.45042
42225,08/09/2015,11.3566,3.38217
42226,08/10/2015,9.8252,3.31714
42227,08/11/2015,8.59554,3.25092
42228,08/12/2015,7.60721,3.18466
42229,08/13/2015,6.81467,3.11836
42230,08/14/2015,6.50208,3.06314
42231,08/15/2015,11.9528,3.39552
42232,08/16/2015,10.2579,3.33532
42233,08/17/2015,9.33453,3.27976
42234,08/18/2015,9.85897,3.29019
42235,08/19/2015,8.56631,3.23105
42236,08/20/2015,7.52632,3.1721
42237,08/21/2015,6.68933,3.11403
42238,08/22/2015,6.01917,3.05569
42239,08/23/2015,5.47697,3.00103
42240,08/24/2015,5.03806,2.95037
42241,08/25/2015,4.68476,2.90245
42242,08/26/2015,4.39464,2.8612
42243,08/27/2015,4.1538,2.82753
42244,08/28/2015,3.93674,2.80198
42245,08/29/2015,3.78896,2.77482
42246,08/30/2015,3.67098,2.74968
42247,08/31/2015,3.57346,2.72896
42248,09/01/2015,4.35815,2.89548
42249,09/02/2015,5.48131,3.07875
42250,09/03/2015,8.16668,3.35708
42251,09/04/2015,7.62726,3.30874
42252,09/05/2015,8.2612,3.34913
42253,09/06/2015,12.0003,3.50015
42254,09/07/2015,10.208,3.43941
42255,09/08/2015,8.76058,3.3777
42256,09/09/2015,7.60644,3.31187
42257,09/10/2015,6.72245,3.23271
42258,09/11/2015,5.97873,3.16501
42259,09/12/2015,5.37956,3.1006
42260,09/13/2015,4.90179,3.03716
42261,09/14/2015,4.51956,2.97676
42262,09/15/2015,4.2132,2.9206
42263,09/16/2015,3.96217,2.87304
42264,09/17/2015,3.76099,2.82973
42265,09/18/2015,3.60251,2.78846
42266,09/19/2015,3.47355,2.75301
42267,09/20/2015,3.36752,2.72341
42268,09/21/2015,3.28027,2.69858
42269,09/22/2015,3.20726,2.67852
42270,09/23/2015,6.28508,3.32662
42271,09/24/2015,5.59752,3.2458
42272,09/25/2015,5.04458,3.168
42273,09/26/2015,4.61556,3.08384
42274,09/27/2015,5.08727,3.14896
42275,09/28/2015,4.63209,3.07629
42276,09/29/2015,6.82516,3.37889
42277,09/30/2015,13.8801,3.70527
42278,10/01/2015,30.3182,3.72719
42279,10/02/2015,24.7376,3.69792
42280,10/03/2015,59.9988,3.42972
42281,10/04/2015,48.3148,3.41907
42282,10/05/2015,39.0142,3.40625
42283,10/06/2015,31.5997,3.39194
42284,10/07/2015,25.731,3.37136
42285,10/08/2015,21.0387,3.34884
42286,10/09/2015,17.2951,3.32375
42287,10/10/2015,14.3148,3.29434
42288,10/11/2015,11.9396,3.26091
42289,10/12/2015,10.0447,3.224
42290,10/13/2015,9.10023,3.13504
42291,10/14/2015,7.83663,3.0831
42292,10/15/2015,6.79139,3.03466
42293,10/16/2015,5.94528,2.99011
42294,10/17/2015,5.26825,2.94534
42295,10/18/2015,4.72585,2.90144
42296,10/19/2015,4.28973,2.86009
42297,10/20/2015,3.95546,2.80993
42298,10/21/2015,3.69519,2.75751
42299,10/22/2015,3.4652,2.72626
42300,10/23/2015,3.27903,2.69893
42301,10/24/2015,3.12799,2.67531
42302,10/25/2015,3.00429,2.65582
42303,10/26/2015,2.91603,2.62775
42304,10/27/2015,2.83112,2.61547
42305,10/28/2015,2.76225,2.60411
42306,10/29/2015,2.70656,2.59322
42307,10/30/2015,2.65866,2.58538
42308,10/31/2015,2.61834,2.57876
42309,11/01/2015,2.58398,2.57323
42310,11/02/2015,22.8344,2.98429
42311,11/03/2015,22.024,2.87802
42312,11/04/2015,20.6649,2.79695
42313,11/05/2015,15.6343,2.8436
42314,11/06/2015,13.3019,2.81936
42315,11/07/2015,11.4371,2.79347
42316,11/08/2015,9.94454,2.76642
42317,11/09/2015,8.74779,2.73897
42318,11/10/2015,7.78701,2.71163
42319,11/11/2015,7.01522,2.68463
42320,11/12/2015,6.39248,2.65917
42321,11/13/2015,5.88879,2.63558
42322,11/14/2015,5.4804,2.61402
42323,11/15/2015,5.14749,2.59491
42324,11/16/2015,4.87425,2.57857
42325,11/17/2015,4.64907,2.56468
42326,11/18/2015,4.46214,2.55315
42327,11/19/2015,4.30512,2.54412
42328,11/20/2015,4.17245,2.53705
42329,11/21/2015,4.06047,2.53092
42330,11/22/2015,3.96609,2.52495
42331,11/23/2015,3.88394,2.52032
42332,11/24/2015,3.81113,2.51715
42333,11/25/2015,3.74386,2.51653
42334,11/26/2015,3.68226,2.51727
42335,11/27/2015,3.62688,2.51805
42336,11/28/2015,3.57507,2.51999
42337,11/29/2015,3.51053,2.52262
42338,11/30/2015,3.48524,2.52072
42339,12/01/2015,3.46841,2.51438
42340,12/02/2015,3.45181,2.50922
42341,12/03/2015,3.43529,2.50507
42342,12/04/2015,3.41884,2.50174
42343,12/05/2015,3.40248,2.49906
42344,12/06/2015,3.38619,2.49691
42345,12/07/2015,3.36999,2.49517
42346,12/08/2015,3.35386,2.49376
42347,12/09/2015,3.33781,2.49262
42348,12/10/2015,3.32184,2.4917
42349,12/11/2015,3.30594,2.49094
42350,12/12/2015,3.29012,2.49032
42351,12/13/2015,3.27438,2.48981
42352,12/14/2015,3.25871,2.48939
42353,12/15/2015,3.24312,2.48904
42354,12/16/2015,3.22761,2.48874
42355,12/17/2015,3.21217,2.48849
42356,12/18/2015,3.1968,2.48828
42357,12/19/2015,3.18151,2.48809
42358,12/20/2015,3.16629,2.48793
42359,12/21/2015,3.15115,2.48778
42360,12/22/2015,3.13608,2.48765
42361,12/23/2015,3.12108,2.48753
42362,12/24/2015,3.10615,2.48743
42363,12/25/2015,3.0913,2.48732
42364,12/26/2015,3.07651,2.48723
42365,12/27/2015,3.0618,2.48714
42366,12/28/2015,3.04716,2.48705
42367,12/29/2015,3.03259,2.48697
42368,12/30/2015,3.01809,2.48689
42369,12/31/2015,3.00366,2.48682
42370,01/01/2016,2.9893,2.48674
42371,01/02/2016,2.97501,2.48667
42372,01/03/2016,2.96079,2.48659
42373,01/04/2016,2.94663,2.48652
42374,01/05/2016,2.93255,2.48645
42375,01/06/2016,2.91853,2.48638
42376,01/07/2016,2.90458,2.48632
42377,01/08/2016,2.8907,2.48625
42378,01/09/2016,2.87688,2.48618
42379,01/10/2016,2.86313,2.48611
42380,01/11/2016,2.84945,2.48605
42381,01/12/2016,2.83583,2.48598
42382,01/13/2016,2.82228,2.48591
42383,01/14/2016,2.80879,2.48585
42384,01/15/2016,2.90301,2.48786
42385,01/16/2016,2.86185,2.49245
42386,01/17/2016,2.8265,2.49613
42387,01/18/2016,2.79575,2.4991
42388,01/19/2016,2.76825,2.50186
42389,01/20/2016,2.7431,2.5047
42390,01/21/2016,2.72058,2.5069
42391,01/22/2016,2.70321,2.50577
42392,01/23/2016,2.6903,2.50161
42393,01/24/2016,2.67745,2.49827
42394,01/25/2016,2.66466,2.49559
42395,01/26/2016,2.65193,2.49344
42396,01/27/2016,2.63926,2.4917
42397,01/28/2016,2.62666,2.4903
42398,01/29/2016,2.61411,2.48917
42399,01/30/2016,2.60163,2.48826
42400,01/31/2016,2.5892,2.48751
42401,02/01/2016,2.57684,2.48691
42402,02/02/2016,2.56453,2.48641
42403,02/03/2016,2.55229,2.486
42404,02/04/2016,2.5401,2.48566
42405,02/05/2016,2.52797,2.48538
42406,02/06/2016,2.5159,2.48514
42407,02/07/2016,2.51781,2.4712
42408,02/08/2016,2.49383,2.48288
42409,02/09/2016,2.48003,2.48462
42410,02/10/2016,2.46819,2.48449
42411,02/11/2016,2.45692,2.48386
42412,02/12/2016,2.44672,2.4822
42413,02/13/2016,2.43301,2.48418
42414,02/14/2016,2.4254,2.48
42415,02/15/2016,2.40984,2.48401
42416,02/16/2016,2.39834,2.48394
42417,02/17/2016,2.38689,2.48387
42418,02/18/2016,2.3755,2.4838
42419,02/19/2016,2.36416,2.48373
42420,02/20/2016,2.35288,2.48367
42421,02/21/2016,2.34165,2.48361
42422,02/22/2016,2.33047,2.48355
42423,02/23/2016,2.31935,2.48349
42424,02/24/2016,2.30828,2.48344
42425,02/25/2016,2.29727,2.48338
42426,02/26/2016,2.2863,2.48332
42427,02/27/2016,4.19572,3.36998
42428,02/28/2016,3.78242,3.27246
42429,02/29/2016,3.45081,3.17915
42430,03/01/2016,3.18346,3.09276
42431,03/02/2016,2.96637,3.01555
42432,03/03/2016,2.79402,2.94323
42433,03/04/2016,2.65435,2.87974
42434,03/05/2016,2.5416,2.82397
42435,03/06/2016,2.45217,2.77347
42436,03/07/2016,2.37775,2.73214
42437,03/08/2016,2.32785,2.68432
42438,03/09/2016,2.27611,2.65651
42439,03/10/2016,2.2309,2.63592
42440,03/11/2016,2.19162,2.62055
42441,03/12/2016,2.15863,2.60766
42442,03/13/2016,2.13102,2.5964
42443,03/14/2016,2.10793,2.5862
42444,03/15/2016,2.09776,2.56545
42445,03/16/2016,2.46645,2.81115
42446,03/17/2016,3.96657,2.51582
42447,03/18/2016,4.83386,2.43247
42448,03/19/2016,4.74306,2.41369
42449,03/20/2016,5.00319,2.3843
42450,03/21/2016,6.97663,2.38521
42451,03/22/2016,3.72625,2.54998
42452,03/23/2016,3.6598,2.54901
42453,03/24/2016,3.60003,2.54882
42454,03/25/2016,3.55338,2.54382
42455,03/26/2016,3.50012,2.53574
42456,03/27/2016,3.48337,2.52541
42457,03/28/2016,3.46671,2.51713
42458,03/29/2016,3.45012,2.5105
42459,03/30/2016,3.43361,2.50518
42460,03/31/2016,3.41719,2.50092
42461,04/01/2016,3.81401,2.7107
42462,04/02/2016,3.69652,2.68135
42463,04/03/2016,3.59907,2.6573
42464,04/04/2016,3.53015,2.62849
42465,04/05/2016,18.6791,4.63323
42466,04/06/2016,19.0554,4.11267
42467,04/07/2016,16.2737,4.0156
42468,04/08/2016,20.7594,4.0588
42469,04/09/2016,19.642,3.77964
42470,04/10/2016,17.2874,3.64284
42471,04/11/2016,15.395,3.5059
42472,04/12/2016,13.8716,3.3718
42473,04/13/2016,12.6414,3.24367
42474,04/14/2016,11.6462,3.12357
42475,04/15/2016,10.8354,3.01409
42476,04/16/2016,10.1732,2.9158
42477,04/17/2016,9.62988,2.82897
42478,04/18/2016,9.18369,2.75279
42479,04/19/2016,8.81261,2.68753
42480,04/20/2016,8.50024,2.63267
42481,04/21/2016,8.78356,2.68719
42482,04/22/2016,8.45288,2.63157
42483,04/23/2016,11.061,3.12388
42484,04/24/2016,11.5136,2.94254
42485,04/25/2016,11.4424,2.82103
42486,04/26/2016,10.8584,2.74522
42487,04/27/2016,10.3816,2.67796
42488,04/28/2016,11.5278,2.88245
42489,04/29/2016,12.3928,2.73621
42490,04/30/2016,16.8251,3.26144
42491,05/01/2016,17.767,3.03056
42492,05/02/2016,16.5394,2.92997
42493,05/03/2016,15.5364,2.83962
42494,05/04/2016,14.7124,2.75991
42495,05/05/2016,14.0325,2.69037
42496,05/06/2016,13.4688,2.63031
42497,05/07/2016,12.9953,2.57948
42498,05/08/2016,12.596,2.53647
42499,05/09/2016,14.4158,2.80322
42500,05/10/2016,13.9507,2.71769
42501,05/11/2016,14.0568,2.63604
42502,05/12/2016,14.2126,2.57207
42503,05/13/2016,18.2404,2.98833
42504,05/14/2016,23.394,3.20816
42505,05/15/2016,22.8701,3.08548
42506,05/16/2016,21.9027,2.96672
42507,05/17/2016,20.8821,2.86393
42508,05/18/2016,19.7475,2.78175
42509,05/19/2016,19.1171,2.71066
42510,05/20/2016,18.984,2.63918
42511,05/21/2016,18.2766,2.58795
42512,05/22/2016,17.7038,2.54118
42513,05/23/2016,17.1991,2.50431
42514,05/24/2016,16.7622,2.47398
42515,05/25/2016,16.3776,2.44951
42516,05/26/2016,16.0379,2.42958
42517,05/27/2016,15.7337,2.41355
42518,05/28/2016,15.4628,2.40004
42519,05/29/2016,15.2226,2.38801
42520,05/30/2016,15.0015,2.37809
42521,05/31/2016,14.8164,2.36662
42522,06/01/2016,14.6172,2.36083
42523,06/02/2016,14.4372,2.3548
42524,06/03/2016,14.2881,2.34601
42525,06/04/2016,14.1472,2.33775
42526,06/05/2016,13.9947,2.33298
42527,06/06/2016,13.8503,2.32818
42528,06/07/2016,13.7073,2.32424
42529,06/08/2016,13.5658,2.321
42530,06/09/2016,13.4258,2.31832
42531,06/10/2016,13.2872,2.3161
42532,06/11/2016,13.1507,2.31415
42533,06/12/2016,13.0144,2.31272
42534,06/13/2016,12.8905,2.30956
42535,06/14/2016,13.1224,2.36984
42536,06/15/2016,12.8755,2.36464
42537,06/16/2016,12.6573,2.35973
42538,06/17/2016,12.4604,2.35539
42539,06/18/2016,27.2778,3.82757
42540,06/19/2016,24.0417,3.68288
42541,06/20/2016,21.4378,3.53875
42542,06/21/2016,19.3358,3.39878
42543,06/22/2016,17.6374,3.26528
42544,06/23/2016,16.2624,3.14037
42545,06/24/2016,15.1435,3.02619
42546,06/25/2016,14.2295,2.92367
42547,06/26/2016,13.4837,2.83214
42548,06/27/2016,12.8677,2.75254
42549,06/28/2016,12.3525,2.68481
42550,06/29/2016,11.9186,2.62773
42551,06/30/2016,11.5552,2.57896
42552,07/01/2016,11.2408,2.53917
42553,07/02/2016,10.9695,2.50621
42554,07/03/2016,10.7304,2.47959
42555,07/04/2016,10.5164,2.45854
42556,07/05/2016,10.3347,2.43925
42557,07/06/2016,10.1609,2.42575
42558,07/07/2016,10.041,2.4056
42559,07/08/2016,11.7183,2.74419
42560,07/09/2016,11.1993,2.68213
42561,07/10/2016,10.7634,2.62989
42562,07/11/2016,10.3993,2.58522
42563,07/12/2016,10.1032,2.54462
42564,07/13/2016,12.3841,3.00066
42565,07/14/2016,21.8099,3.84051
42566,07/15/2016,19.1267,3.70343
42567,07/16/2016,16.9696,3.56558
42568,07/17/2016,15.2331,3.42988
42569,07/18/2016,13.8333,3.29893
42570,07/19/2016,12.6982,3.17624
42571,07/20/2016,11.773,3.06411
42572,07/21/2016,11.0196,2.96245
42573,07/22/2016,10.4097,2.87014
42574,07/23/2016,10.0497,2.79893
42575,07/24/2016,9.59902,2.73009
42576,07/25/2016,9.22176,2.6718
42577,07/26/2016,8.90476,2.62261
42578,07/27/2016,8.6408,2.58009
42579,07/28/2016,8.4122,2.54558
42580,07/29/2016,8.21203,2.51792
42581,07/30/2016,8.03356,2.4964
42582,07/31/2016,7.8803,2.47759
42583,08/01/2016,7.75372,2.45901
42584,08/02/2016,7.66693,2.4348
42585,08/03/2016,7.58779,2.41379
42586,08/04/2016,7.50948,2.39712
42587,08/05/2016,8.62219,2.71111
42588,08/06/2016,8.26644,2.65655
42589,08/07/2016,7.96219,2.61246
42590,08/08/2016,7.70268,2.57647
42591,08/09/2016,7.63541,2.57291
42592,08/10/2016,10.8425,3.33787
42593,08/11/2016,11.0711,3.36812
42594,08/12/2016,10.128,3.24223
42595,08/13/2016,9.36311,3.12551
42596,08/14/2016,8.73907,3.0199
42597,08/15/2016,8.22823,2.92585
42598,08/16/2016,7.80763,2.84355
42599,08/17/2016,7.46039,2.77215
42600,08/18/2016,7.17088,2.71131
42601,08/19/2016,6.9237,2.66156
42602,08/20/2016,6.71708,2.61897
42603,08/21/2016,6.56105,2.57554
42604,08/22/2016,6.40427,2.54803
42605,08/23/2016,6.2673,2.52566
42606,08/24/2016,6.14468,2.50824
42607,08/25/2016,6.03929,2.49261
42608,08/26/2016,5.97695,2.46634
42609,08/27/2016,5.91526,2.44555
42610,08/28/2016,5.8542,2.42917
42611,08/29/2016,5.7939,2.41628
42612,08/30/2016,5.73656,2.40526
42613,08/31/2016,5.67479,2.39867
42614,09/01/2016,5.61622,2.39284
42615,09/02/2016,5.55825,2.38852
42616,09/03/2016,5.50088,2.3854
42617,09/04/2016,5.4441,2.38326
42618,09/05/2016,5.38791,2.38191
42619,09/06/2016,5.3323,2.38121
42620,09/07/2016,5.27726,2.38102
42621,09/08/2016,5.22279,2.38126
42622,09/09/2016,5.17651,2.37834
42623,09/10/2016,5.46535,2.5409
42624,09/11/2016,5.31007,2.52723
42625,09/12/2016,5.17601,2.51654
42626,09/13/2016,5.0598,2.50798
42627,09/14/2016,7.80887,3.62548
42628,09/15/2016,7.14253,3.4733
42629,09/16/2016,6.60178,3.3324
42630,09/17/2016,6.36067,3.2478
42631,09/18/2016,5.96155,3.1293
42632,09/19/2016,5.63117,3.02623
42633,09/20/2016,5.36172,2.93493
42634,09/21/2016,5.13617,2.8577
42635,09/22/2016,4.94787,2.79214
42636,09/23/2016,4.79081,2.73628
42637,09/24/2016,4.65717,2.68993
42638,09/25/2016,4.55249,2.64587
42639,09/26/2016,4.45032,2.61607
42640,09/27/2016,4.3597,2.59254
42641,09/28/2016,4.27873,2.57402
42642,09/29/2016,4.2067,2.55898
42643,09/30/2016,4.15693,2.53757
42644,10/01/2016,4.11403,2.51776
42645,10/02/2016,4.07156,2.50238
42646,10/03/2016,4.02954,2.49058
42647,10/04/2016,3.98795,2.48166
42648,10/05/2016,3.95407,2.4705
42649,10/06/2016,3.91147,2.46692
42650,10/07/2016,3.86573,2.46716
42651,10/08/2016,3.82739,2.46421
42652,10/09/2016,3.79953,2.45573
42653,10/10/2016,4.00323,2.64226
42654,10/11/2016,3.91888,2.60959
42655,10/12/2016,23.295,5.51257
42656,10/13/2016,29.2005,5.36691
42657,10/14/2016,38.6752,5.15022
42658,10/15/2016,31.4545,5.09362
42659,10/16/2016,25.6854,5.02838
42660,10/17/2016,21.1202,4.94756
42661,10/18/2016,17.483,4.85396
42662,10/19/2016,14.5913,4.74486
42663,10/20/2016,12.2849,4.62276
42664,10/21/2016,10.4482,4.48704
42665,10/22/2016,9.13312,4.32629
42666,10/23/2016,7.93102,4.17573
42667,10/24/2016,6.96904,4.02089
42668,10/25/2016,6.21103,3.85747
42669,10/26/2016,5.59448,3.70333
42670,10/27/2016,5.10239,3.55359
42671,10/28/2016,4.70856,3.41206
42672,10/29/2016,4.3931,3.28111
42673,10/30/2016,4.13969,3.16261
42674,10/31/2016,3.93449,3.05822
42675,11/01/2016,3.76835,2.96724
42676,11/02/2016,3.6335,2.88889
42677,11/03/2016,3.52403,2.82183
42678,11/04/2016,3.43357,2.76589
42679,11/05/2016,3.46221,2.73301
42680,11/06/2016,12.4756,4.31168
42681,11/07/2016,10.5611,4.20046
42682,11/08/2016,9.02423,4.08356
42683,11/09/2016,7.79692,3.95898
42684,11/10/2016,6.81712,3.82858
42685,11/11/2016,6.03467,3.6951
42686,11/12/2016,5.40894,3.56205
42687,11/13/2016,4.9083,3.43241
42688,11/14/2016,4.51941,3.30016
42689,11/15/2016,4.19593,3.18638
42690,11/16/2016,3.93552,3.08305
42691,11/17/2016,3.72501,2.99124
42692,11/18/2016,3.55414,2.91119
42693,11/19/2016,3.41538,2.84201
42694,11/20/2016,3.3019,2.78327
42695,11/21/2016,6.86537,3.82198
42696,11/22/2016,7.09989,3.81807
42697,11/23/2016,22.211,4.44612
42698,11/24/2016,18.5253,4.35088
42699,11/25/2016,15.4069,4.26855
42700,11/26/2016,13.9203,4.18156
42701,11/27/2016,12.137,4.02024
42702,11/28/2016,10.5793,3.87606
42703,11/29/2016,9.16286,3.75715
42704,11/30/2016,8.03128,3.63332
42705,12/01/2016,7.12703,3.50713
42706,12/02/2016,6.40382,3.38157
42707,12/03/2016,5.82354,3.2603
42708,12/04/2016,5.35628,3.14635
42709,12/05/2016,4.97809,3.04223
42710,12/06/2016,4.67358,2.9474
42711,12/07/2016,4.42827,2.86226
42712,12/08/2016,4.2289,2.7878
42713,12/09/2016,4.06595,2.72373
42714,12/10/2016,3.93219,2.66917
42715,12/11/2016,3.82163,2.62325
42716,12/12/2016,3.72914,2.58522
42717,12/13/2016,3.65168,2.55358
42718,12/14/2016,3.58617,2.52742
42719,12/15/2016,3.52968,2.50624
42720,12/16/2016,3.48004,2.48946
42721,12/17/2016,3.43603,2.47622
42722,12/18/2016,3.3985,2.46444
42723,12/19/2016,3.36473,2.4549
42724,12/20/2016,3.33323,2.44774
42725,12/21/2016,3.41039,2.43376
42726,12/22/2016,3.51955,2.41703
42727,12/23/2016,3.49731,2.40981
42728,12/24/2016,3.47523,2.40409
42729,12/25/2016,3.45332,2.39956
42730,12/26/2016,3.43156,2.39599
42731,12/27/2016,3.40997,2.39318
42732,12/28/2016,3.38853,2.39099
42733,12/29/2016,3.36725,2.38929
42734,12/30/2016,3.34612,2.38798
42735,12/31/2016,3.32514,2.38699
42736,01/01/2017,3.30432,2.38625
42737,01/02/2017,3.28365,2.38572
42738,01/03/2017,3.26313,2.38534
42739,01/04/2017,3.24275,2.38509
42740,01/05/2017,3.22253,2.38495
42741,01/06/2017,3.20245,2.38489
42742,01/07/2017,3.18251,2.3849
42743,01/08/2017,3.16272,2.38496
42744,01/09/2017,3.14307,2.38506
42745,01/10/2017,3.12356,2.38519
42746,01/11/2017,3.10419,2.38536
42747,01/12/2017,3.08496,2.38554
42748,01/13/2017,3.06587,2.38574
42749,01/14/2017,3.04691,2.38596
42750,01/15/2017,3.02809,2.38618
42751,01/16/2017,3.0094,2.38642
42752,01/17/2017,2.99085,2.38666
42753,01/18/2017,2.97243,2.38691
42754,01/19/2017,2.95414,2.38716
42755,01/20/2017,2.94118,2.38319
42756,01/21/2017,2.93269,2.37567
42757,01/22/2017,2.99016,2.42655
42758,01/23/2017,4.27391,2.64955
42759,01/24/2017,5.00438,2.5254
42760,01/25/2017,5.76586,2.88457
42761,01/26/2017,7.52184,2.6796
42762,01/27/2017,12.4847,4.41605
42763,01/28/2017,14.3928,4.12526
42764,01/29/2017,13.2914,3.8732
42765,01/30/2017,11.8429,3.71113
42766,01/31/2017,10.5939,3.56325
42767,02/01/2017,9.588,3.41966
42768,02/02/2017,8.77608,3.28322
42769,02/03/2017,8.11857,3.15642
42770,02/04/2017,7.58167,3.04194
42771,02/05/2017,7.14355,2.93947
42772,02/06/2017,6.78263,2.84993
42773,02/07/2017,7.48805,3.02782
42774,02/08/2017,17.2453,3.86824
42775,02/09/2017,18.2635,3.47513
42776,02/10/2017,16.5419,3.33433
42777,02/11/2017,15.156,3.19975
42778,02/12/2017,14.3483,3.07623
42779,02/13/2017,18.8751,3.39961
42780,02/14/2017,19.4993,3.17549
42781,02/15/2017,19.2719,3.00984
42782,02/16/2017,18.0633,2.9052
42783,02/17/2017,17.0549,2.81271
42784,02/18/2017,16.2256,2.73144
42785,02/19/2017,15.5379,2.66119
42786,02/20/2017,14.963,2.60124
42787,02/21/2017,14.4777,2.5507
42788,02/22/2017,14.0644,2.50841
42789,02/23/2017,13.7083,2.47336
42790,02/24/2017,13.4439,2.44061
42791,02/25/2017,13.3452,2.41579
42792,02/26/2017,13.0961,2.39665
42793,02/27/2017,12.8708,2.38124
42794,02/28/2017,12.6664,2.36864
42795,03/01/2017,12.4788,2.35835
42796,03/02/2017,12.3036,2.3502
42797,03/03/2017,12.1401,2.34351
42798,03/04/2017,13.2609,2.55904
42799,03/05/2017,14.6921,2.49212
42800,03/06/2017,14.322,2.46012
42801,03/07/2017,14.0017,2.43338
42802,03/08/2017,13.7177,2.41171
42803,03/09/2017,13.4633,2.39424
42804,03/10/2017,13.2329,2.38022
42805,03/11/2017,13.0241,2.36864
42806,03/12/2017,12.8445,2.35695
42807,03/13/2017,12.6663,2.34922
42808,03/14/2017,12.4974,2.34328
42809,03/15/2017,12.339,2.33827
42810,03/16/2017,12.1875,2.33434
42811,03/17/2017,12.046,2.33046
42812,03/18/2017,11.9216,2.32488
42813,03/19/2017,11.7986,2.32037
42814,03/20/2017,11.6768,2.31674
42815,03/21/2017,11.5563,2.31382
42816,03/22/2017,11.437,2.31146
42817,03/23/2017,11.3192,2.30953
42818,03/24/2017,12.2184,2.52297
42819,03/25/2017,22.5512,3.79045
42820,03/26/2017,23.1157,3.46159
42821,03/27/2017,21.0949,3.31488
42822,03/28/2017,19.4578,3.1778
42823,03/29/2017,18.1251,3.05256
42824,03/30/2017,17.0368,2.93996
42825,03/31/2017,16.1448,2.8402
42826,04/01/2017,16.1906,2.83883
42827,04/02/2017,16.2306,2.73201
42828,04/03/2017,15.6413,2.6601
42829,04/04/2017,15.094,2.6003
42830,04/05/2017,14.8969,2.5807
42831,04/06/2017,15.3507,2.52234
42832,04/07/2017,14.9563,2.48507
42833,04/08/2017,14.6127,2.45441
42834,04/09/2017,14.3101,2.42928
42835,04/10/2017,14.0406,2.40878
42836,04/11/2017,13.799,2.39194
42837,04/12/2017,13.5798,2.37811
42838,04/13/2017,13.3753,2.36739
42839,04/14/2017,13.1855,2.35872
42840,04/15/2017,13.0357,2.34669
42841,04/16/2017,12.866,2.34134
42842,04/17/2017,12.7038,2.33724
42843,04/18/2017,12.5728,2.32951
42844,04/19/2017,12.6043,2.34606
42845,04/20/2017,12.4255,2.33993
42846,04/21/2017,12.2576,2.33511
42847,04/22/2017,12.097,2.33167
42848,04/23/2017,11.9416,2.32955
42849,04/24/2017,11.8139,2.3239
42850,04/25/2017,11.6919,2.31865
42851,04/26/2017,11.7867,2.35009
42852,04/27/2017,15.5991,3.10992
42853,04/28/2017,16.68,2.90628
42854,04/29/2017,15.8524,2.80984
42855,04/30/2017,15.2139,2.72831
42856,05/01/2017,14.7898,2.65304
42857,05/02/2017,14.4287,2.59033
42858,05/03/2017,14.3417,2.54076
42859,05/04/2017,15.1257,2.48772
42860,05/05/2017,14.7797,2.45684
42861,05/06/2017,14.4745,2.43159
42862,05/07/2017,14.2044,2.41069
42863,05/08/2017,13.9597,2.39389
42864,05/09/2017,13.7377,2.3801
42865,05/10/2017,13.5349,2.36867
42866,05/11/2017,13.3473,2.35921
42867,05/12/2017,13.1681,2.35208
42868,05/13/2017,13.0178,2.34292
42869,05/14/2017,12.8834,2.3334
42870,05/15/2017,12.7504,2.3257
42871,05/16/2017,12.6188,2.31946
42872,05/17/2017,12.4886,2.3144
42873,05/18/2017,12.3753,2.30739
42874,05/19/2017,14.1264,2.72373
42875,05/20/2017,13.5829,2.65457
42876,05/21/2017,13.1225,2.59668
42877,05/22/2017,12.7281,2.54888
42878,05/23/2017,12.3925,2.50864
42879,05/24/2017,12.0956,2.47664
42880,05/25/2017,11.8319,2.45116
42881,05/26/2017,11.6022,2.42964
42882,05/27/2017,11.3964,2.41215
42883,05/28/2017,11.2097,2.39805
42884,05/29/2017,11.0413,2.38611
42885,05/30/2017,10.9128,2.37051
42886,05/31/2017,10.8001,2.35544
42887,06/01/2017,10.6896,2.34314
42888,06/02/2017,10.5783,2.33368
42889,06/03/2017,10.4692,2.32595
42890,06/04/2017,18.2196,3.85525
42891,06/05/2017,16.47,3.67343
42892,06/06/2017,15.0554,3.50073
