Measurement_ID,SampPoint_ID,Fecha,Hora,Depth,Variable_ID,Valor,Censoring_ID,Method_ID,QC_ID,Monitoring_ID
2255416,SAU_C1,1998-01-20,NULL,10,DOC,272.667,0,"TOC analyzer - UB",1,UB
2255417,SAU_C1,1998-01-20,NULL,20,DOC,229.207,0,"TOC analyzer - UB",1,UB
2255418,SAU_C1,1998-01-20,NULL,30,DOC,232.87,0,"TOC analyzer - UB",1,UB
2255419,SAU_C1,1998-01-20,NULL,35,DOC,235.118,0,"TOC analyzer - UB",1,UB
2255420,SAU_C1,1998-01-20,NULL,42,DOC,256.765,0,"TOC analyzer - UB",1,UB
2255421,SAU_C1,1998-02-17,NULL,0,DOC,249.938,0,"TOC analyzer - UB",1,UB
2255422,SAU_C1,1998-02-17,NULL,5,DOC,308.634,0,"TOC analyzer - UB",1,UB
2255423,SAU_C1,1998-02-17,NULL,10,DOC,247.107,0,"TOC analyzer - UB",1,UB
2255424,SAU_C1,1998-02-17,NULL,20,DOC,259.346,0,"TOC analyzer - UB",1,UB
2255425,SAU_C1,1998-02-17,NULL,30,DOC,256.265,0,"TOC analyzer - UB",1,UB
2255426,SAU_C1,1998-02-17,NULL,40,DOC,260.428,0,"TOC analyzer - UB",1,UB
2255427,SAU_C1,1998-03-19,NULL,0,DOC,294.314,0,"TOC analyzer - UB",1,UB
2255428,SAU_C1,1998-03-19,NULL,5,DOC,237.033,0,"TOC analyzer - UB",1,UB
2255429,SAU_C1,1998-03-19,NULL,10,DOC,228.374,0,"TOC analyzer - UB",1,UB
2255430,SAU_C1,1998-03-19,NULL,20,DOC,238.615,0,"TOC analyzer - UB",1,UB
2255431,SAU_C1,1998-03-19,NULL,30,DOC,246.94,0,"TOC analyzer - UB",1,UB
2255432,SAU_C1,1998-03-19,NULL,46,DOC,258.013,0,"TOC analyzer - UB",1,UB
2255433,SAU_C1,1998-04-22,NULL,0,DOC,334.11,0,"TOC analyzer - UB",1,UB
2255434,SAU_C1,1998-04-22,NULL,5,DOC,287.07,0,"TOC analyzer - UB",1,UB
2255435,SAU_C1,1998-04-22,NULL,9,DOC,317.376,0,"TOC analyzer - UB",1,UB
2255436,SAU_C1,1998-04-22,NULL,14,DOC,240.363,0,"TOC analyzer - UB",1,UB
2255437,SAU_C1,1998-04-22,NULL,25,DOC,220.298,0,"TOC analyzer - UB",1,UB
2255438,SAU_C1,1998-04-22,NULL,35,DOC,221.88,0,"TOC analyzer - UB",1,UB
2255439,SAU_C1,1998-05-13,NULL,0,DOC,293.148,0,"TOC analyzer - UB",1,UB
2255440,SAU_C1,1998-05-13,NULL,5,DOC,275.497,0,"TOC analyzer - UB",1,UB
2255441,SAU_C1,1998-05-13,NULL,11,DOC,259.429,0,"TOC analyzer - UB",1,UB
2255442,SAU_C1,1998-05-13,NULL,16,DOC,244.942,0,"TOC analyzer - UB",1,UB
2255443,SAU_C1,1998-05-13,NULL,25,DOC,214.637,0,"TOC analyzer - UB",1,UB
2255444,SAU_C1,1998-05-13,NULL,35,DOC,206.81,0,"TOC analyzer - UB",1,UB
2255445,SAU_C1,1998-06-16,NULL,0,DOC,267.755,0,"TOC analyzer - UB",1,UB
2255446,SAU_C1,1998-06-16,NULL,5,DOC,250.77,0,"TOC analyzer - UB",1,UB
2255447,SAU_C1,1998-06-16,NULL,10,DOC,245.025,0,"TOC analyzer - UB",1,UB
2255448,SAU_C1,1998-06-16,NULL,15,DOC,231.371,0,"TOC analyzer - UB",1,UB
2255449,SAU_C1,1998-06-16,NULL,20,DOC,233.286,0,"TOC analyzer - UB",1,UB
2255450,SAU_C1,1998-06-16,NULL,30,DOC,212.472,0,"TOC analyzer - UB",1,UB
2255451,SAU_C1,1998-06-16,NULL,40,DOC,210.057,0,"TOC analyzer - UB",1,UB
2255452,SAU_C1,1998-07-15,NULL,0,DOC,346.599,0,"TOC analyzer - UB",1,UB
2255453,SAU_C1,1998-07-15,NULL,5,DOC,297.727,0,"TOC analyzer - UB",1,UB
2255454,SAU_C1,1998-07-15,NULL,10,DOC,233.702,0,"TOC analyzer - UB",1,UB
2255455,SAU_C1,1998-07-15,NULL,15,DOC,214.137,0,"TOC analyzer - UB",1,UB
2255456,SAU_C1,1998-07-15,NULL,20,DOC,222.962,0,"TOC analyzer - UB",1,UB
2255457,SAU_C1,1998-07-15,NULL,30,DOC,204.812,0,"TOC analyzer - UB",1,UB
2255458,SAU_C1,1998-07-15,NULL,42,DOC,258.18,0,"TOC analyzer - UB",1,UB
2255459,SAU_C1,1998-09-01,NULL,0,DOC,291.982,0,"TOC analyzer - UB",1,UB
2255460,SAU_C1,1998-09-01,NULL,5,DOC,266.589,0,"TOC analyzer - UB",1,UB
2255461,SAU_C1,1998-09-01,NULL,10,DOC,296.811,0,"TOC analyzer - UB",1,UB
2255462,SAU_C1,1998-09-01,NULL,15,DOC,211.057,0,"TOC analyzer - UB",1,UB
2255463,SAU_C1,1998-09-01,NULL,20,DOC,196.986,0,"TOC analyzer - UB",1,UB
2255464,SAU_C1,1998-09-01,NULL,30,DOC,201.066,0,"TOC analyzer - UB",1,UB
2255465,SAU_C1,1998-09-01,NULL,40,DOC,213.221,0,"TOC analyzer - UB",1,UB
2255466,SAU_C1,1998-09-28,NULL,0,DOC,331.779,0,"TOC analyzer - UB",1,UB
2255467,SAU_C1,1998-09-28,NULL,5,DOC,331.862,0,"TOC analyzer - UB",1,UB
2255468,SAU_C1,1998-09-28,NULL,10,DOC,340.271,0,"TOC analyzer - UB",1,UB
2255469,SAU_C1,1998-09-28,NULL,15,DOC,234.618,0,"TOC analyzer - UB",1,UB
2255470,SAU_C1,1998-09-28,NULL,20,DOC,222.796,0,"TOC analyzer - UB",1,UB
2255471,SAU_C1,1998-09-28,NULL,28,DOC,224.877,0,"TOC analyzer - UB",1,UB
2255472,SAU_C1,1998-09-28,NULL,38,DOC,268.004,0,"TOC analyzer - UB",1,UB
2255473,SAU_C1,1998-11-25,NULL,0,DOC,496.628,0,"TOC analyzer - UB",1,UB
2255474,SAU_C1,1998-11-25,NULL,5,DOC,343.518,0,"TOC analyzer - UB",1,UB
2255475,SAU_C1,1998-11-25,NULL,10,DOC,309.3,0,"TOC analyzer - UB",1,UB
2255476,SAU_C1,1998-11-25,NULL,15,DOC,309.633,0,"TOC analyzer - UB",1,UB
2255477,SAU_C1,1998-11-25,NULL,20,DOC,287.153,0,"TOC analyzer - UB",1,UB
2255478,SAU_C1,1998-11-25,NULL,25,DOC,287.07,0,"TOC analyzer - UB",1,UB
2255479,SAU_C1,1998-11-25,NULL,30,DOC,330.447,0,"TOC analyzer - UB",1,UB
2255480,SAU_C1,1998-12-17,NULL,0,DOC,323.037,0,"TOC analyzer - UB",1,UB
2255481,SAU_C1,1998-12-17,NULL,5,DOC,283.906,0,"TOC analyzer - UB",1,UB
2255482,SAU_C1,1998-12-17,NULL,10,DOC,268.254,0,"TOC analyzer - UB",1,UB
2255483,SAU_C1,1998-12-17,NULL,15,DOC,290.9,0,"TOC analyzer - UB",1,UB
2255484,SAU_C1,1998-12-17,NULL,20,DOC,317.126,0,"TOC analyzer - UB",1,UB
2255485,SAU_C1,1998-12-17,NULL,28,DOC,307.635,0,"TOC analyzer - UB",1,UB
2255486,SAU_C1,1999-01-14,NULL,0,DOC,516.776,0,"TOC analyzer - UB",1,UB
2255487,SAU_C1,1999-01-14,NULL,10,DOC,424.278,0,"TOC analyzer - UB",1,UB
2255488,SAU_C1,1999-01-14,NULL,15,DOC,364.416,0,"TOC analyzer - UB",1,UB
2255489,SAU_C1,1999-01-14,NULL,20,DOC,392.973,0,"TOC analyzer - UB",1,UB
2255490,SAU_C1,1999-01-14,NULL,25,DOC,446.757,0,"TOC analyzer - UB",1,UB
2255491,SAU_C1,1999-01-14,NULL,30,DOC,2085.59,0,"TOC analyzer - UB",1,UB
2255492,SAU_C1,1999-02-18,NULL,0,DOC,320.456,0,"TOC analyzer - UB",1,UB
2255493,SAU_C1,1999-02-18,NULL,5,DOC,313.962,0,"TOC analyzer - UB",1,UB
2255494,SAU_C1,1999-02-18,NULL,10,DOC,396.22,0,"TOC analyzer - UB",1,UB
2255495,SAU_C1,1999-02-18,NULL,20,DOC,577.221,0,"TOC analyzer - UB",1,UB
2255496,SAU_C1,1999-02-18,NULL,28,DOC,568.895,0,"TOC analyzer - UB",1,UB
2255497,SAU_C1,1999-03-18,NULL,0,DOC,332.445,0,"TOC analyzer - UB",1,UB
2255498,SAU_C1,1999-03-18,NULL,5,DOC,336.608,0,"TOC analyzer - UB",1,UB
2255499,SAU_C1,1999-03-18,NULL,10,DOC,1400.38,0,"TOC analyzer - UB",1,UB
2255500,SAU_C1,1999-03-18,NULL,15,DOC,273.583,0,"TOC analyzer - UB",1,UB
2255501,SAU_C1,1999-03-18,NULL,20,DOC,695.446,0,"TOC analyzer - UB",1,UB
2255502,SAU_C1,1999-03-18,NULL,28,DOC,752.477,0,"TOC analyzer - UB",1,UB
2255503,SAU_C1,1999-04-15,NULL,0,DOC,304.055,0,"TOC analyzer - UB",1,UB
2255504,SAU_C1,1999-04-15,NULL,2,DOC,295.979,0,"TOC analyzer - UB",1,UB
2255505,SAU_C1,1999-04-15,NULL,5,DOC,331.196,0,"TOC analyzer - UB",1,UB
2255506,SAU_C1,1999-04-15,NULL,10,DOC,350.096,0,"TOC analyzer - UB",1,UB
2255507,SAU_C1,1999-04-15,NULL,15,DOC,311.381,0,"TOC analyzer - UB",1,UB
2255508,SAU_C1,1999-04-15,NULL,24,DOC,545,0,"TOC analyzer - UB",1,UB
2255509,SAU_C1,1999-05-13,NULL,0,DOC,249.521,0,"TOC analyzer - UB",1,UB
2255510,SAU_C1,1999-05-13,NULL,2,DOC,246.857,0,"TOC analyzer - UB",1,UB
2255511,SAU_C1,1999-05-13,NULL,5,DOC,356.507,0,"TOC analyzer - UB",1,UB
2255512,SAU_C1,1999-05-13,NULL,10,DOC,233.453,0,"TOC analyzer - UB",1,UB
2255513,SAU_C1,1999-05-13,NULL,15,DOC,586.129,0,"TOC analyzer - UB",1,UB
2255514,SAU_C1,1999-05-13,NULL,24,DOC,356.507,0,"TOC analyzer - UB",1,UB
2255515,SAU_C1,1999-06-10,NULL,0,DOC,245.358,0,"TOC analyzer - UB",1,UB
2255516,SAU_C1,1999-06-10,NULL,5,DOC,252.019,0,"TOC analyzer - UB",1,UB
2255517,SAU_C1,1999-06-10,NULL,10,DOC,231.371,0,"TOC analyzer - UB",1,UB
2255518,SAU_C1,1999-06-10,NULL,14,DOC,236.866,0,"TOC analyzer - UB",1,UB
2255519,SAU_C1,1999-06-10,NULL,18,DOC,272.167,0,"TOC analyzer - UB",1,UB
2255520,SAU_C1,1999-06-10,NULL,26,DOC,306.386,0,"TOC analyzer - UB",1,UB
2255521,SAU_C1,1999-06-10,NULL,32,DOC,314.212,0,"TOC analyzer - UB",1,UB
2255522,SAU_C1,1999-07-08,NULL,0,DOC,170.927,0,"TOC analyzer - UB",1,UB
2255523,SAU_C1,1999-07-08,NULL,5,DOC,157.772,0,"TOC analyzer - UB",1,UB
2255524,SAU_C1,1999-07-08,NULL,10,DOC,178.503,0,"TOC analyzer - UB",1,UB
2255525,SAU_C1,1999-07-08,NULL,17,DOC,178.586,0,"TOC analyzer - UB",1,UB
2255526,SAU_C1,1999-07-08,NULL,25,DOC,229.456,0,"TOC analyzer - UB",1,UB
2255527,SAU_C1,1999-07-29,NULL,0,DOC,402.881,0,"TOC analyzer - UB",1,UB
2255528,SAU_C1,1999-07-29,NULL,5,DOC,355.674,0,"TOC analyzer - UB",1,UB
2255529,SAU_C1,1999-07-29,NULL,10,DOC,297.81,0,"TOC analyzer - UB",1,UB
2255530,SAU_C1,1999-07-29,NULL,17,DOC,320.706,0,"TOC analyzer - UB",1,UB
2255531,SAU_C1,1999-07-29,NULL,26,DOC,377.904,0,"TOC analyzer - UB",1,UB
2255532,SAU_C1,1999-09-09,NULL,0,DOC,326.118,0,"TOC analyzer - UB",1,UB
2255533,SAU_C1,1999-09-09,NULL,5,DOC,311.964,0,"TOC analyzer - UB",1,UB
2255534,SAU_C1,1999-09-09,NULL,10,DOC,272.667,0,"TOC analyzer - UB",1,UB
2255535,SAU_C1,1999-09-09,NULL,15,DOC,335.193,0,"TOC analyzer - UB",1,UB
2255536,SAU_C1,1999-09-09,NULL,21,DOC,311.048,0,"TOC analyzer - UB",1,UB
2255537,SAU_C1,1999-10-14,NULL,0,DOC,278.162,0,"TOC analyzer - UB",1,UB
2255538,SAU_C1,1999-10-14,NULL,5,DOC,246.357,0,"TOC analyzer - UB",1,UB
2255539,SAU_C1,1999-10-14,NULL,10,DOC,225.21,0,"TOC analyzer - UB",1,UB
2255540,SAU_C1,1999-10-14,NULL,15,DOC,249.022,0,"TOC analyzer - UB",1,UB
2255541,SAU_C1,1999-10-14,NULL,19,DOC,288.819,0,"TOC analyzer - UB",1,UB
2255542,SAU_C1,1999-11-25,NULL,0,DOC,316.377,0,"TOC analyzer - UB",1,UB
2255543,SAU_C1,1999-11-25,NULL,5,DOC,316.876,0,"TOC analyzer - UB",1,UB
2255544,SAU_C1,1999-11-25,NULL,10,DOC,314.545,0,"TOC analyzer - UB",1,UB
2255545,SAU_C1,1999-11-25,NULL,20,DOC,264.674,0,"TOC analyzer - UB",1,UB
2255546,SAU_C1,1999-11-25,NULL,34,DOC,261.594,0,"TOC analyzer - UB",1,UB
2255547,SAU_C1,1999-12-16,NULL,0,DOC,364.416,0,"TOC analyzer - UB",1,UB
2255548,SAU_C1,1999-12-16,NULL,5,DOC,378.819,0,"TOC analyzer - UB",1,UB
2255549,SAU_C1,1999-12-16,NULL,15,DOC,344.851,0,"TOC analyzer - UB",1,UB
2255550,SAU_C1,1999-12-16,NULL,28,DOC,374.324,0,"TOC analyzer - UB",1,UB
2255551,SAU_C1,2000-01-19,NULL,0,DOC,217.467,0,"TOC analyzer - UB",1,UB
2255552,SAU_C1,2000-01-19,NULL,5,DOC,446.507,0,"TOC analyzer - UB",1,UB
2255553,SAU_C1,2000-01-19,NULL,10,DOC,215.469,0,"TOC analyzer - UB",1,UB
2255554,SAU_C1,2000-01-19,NULL,16,DOC,211.889,0,"TOC analyzer - UB",1,UB
2255555,SAU_C1,2000-01-19,NULL,28,DOC,215.802,0,"TOC analyzer - UB",1,UB
2255556,SAU_C1,2000-02-16,NULL,0,DOC,284.572,0,"TOC analyzer - UB",1,UB
2255557,SAU_C1,2000-02-16,NULL,5,DOC,288.735,0,"TOC analyzer - UB",1,UB
2255558,SAU_C1,2000-02-16,NULL,10,DOC,253.767,0,"TOC analyzer - UB",1,UB
2255559,SAU_C1,2000-02-16,NULL,15,DOC,250.853,0,"TOC analyzer - UB",1,UB
2255560,SAU_C1,2000-02-16,NULL,23,DOC,331.613,0,"TOC analyzer - UB",1,UB
2255561,SAU_C1,2000-03-15,NULL,0,DOC,316.876,0,"TOC analyzer - UB",1,UB
2255562,SAU_C1,2000-03-15,NULL,5,DOC,290.567,0,"TOC analyzer - UB",1,UB
2255563,SAU_C1,2000-03-15,NULL,10,DOC,280.493,0,"TOC analyzer - UB",1,UB
2255564,SAU_C1,2000-03-15,NULL,19,DOC,246.108,0,"TOC analyzer - UB",1,UB
2255565,SAU_C1,2000-03-15,NULL,28,DOC,271.251,0,"TOC analyzer - UB",1,UB
2255566,SAU_C1,2000-04-18,NULL,0,DOC,354.758,0,"TOC analyzer - UB",1,UB
2255567,SAU_C1,2000-04-18,NULL,2,DOC,348.93,0,"TOC analyzer - UB",1,UB
2255568,SAU_C1,2000-04-18,NULL,5,DOC,541.42,0,"TOC analyzer - UB",1,UB
2255569,SAU_C1,2000-04-18,NULL,10,DOC,319.041,0,"TOC analyzer - UB",1,UB
2255570,SAU_C1,2000-04-18,NULL,18,DOC,273.499,0,"TOC analyzer - UB",1,UB
2255571,SAU_C1,2000-04-18,NULL,27,DOC,262.343,0,"TOC analyzer - UB",1,UB
2255572,SAU_C1,2000-05-10,NULL,0,DOC,276.746,0,"TOC analyzer - UB",1,UB
2255573,SAU_C1,2000-05-10,NULL,5,DOC,270.252,0,"TOC analyzer - UB",1,UB
2255574,SAU_C1,2000-05-10,NULL,10,DOC,251.686,0,"TOC analyzer - UB",1,UB
2255575,SAU_C1,2000-05-10,NULL,20,DOC,276.08,0,"TOC analyzer - UB",1,UB
2255576,SAU_C1,2000-05-10,NULL,33,DOC,250.604,0,"TOC analyzer - UB",1,UB
2255577,SAU_C1,2000-05-23,NULL,0,DOC,228.291,0,"TOC analyzer - UB",1,UB
2255578,SAU_C1,2000-05-23,NULL,4,DOC,229.873,0,"TOC analyzer - UB",1,UB
2255579,SAU_C1,2000-05-23,NULL,7,DOC,264.258,0,"TOC analyzer - UB",1,UB
2255580,SAU_C1,2000-05-23,NULL,10,DOC,230.455,0,"TOC analyzer - UB",1,UB
2255581,SAU_C1,2000-05-23,NULL,15,DOC,306.719,0,"TOC analyzer - UB",1,UB
2255582,SAU_C1,2000-05-23,NULL,20,DOC,277.745,0,"TOC analyzer - UB",1,UB
2255583,SAU_C1,2000-05-23,NULL,35,DOC,244.609,0,"TOC analyzer - UB",1,UB
2255584,SAU_C1,2000-06-20,NULL,0,DOC,229.04,0,"TOC analyzer - UB",1,UB
2255585,SAU_C1,2000-06-20,NULL,5,DOC,234.785,0,"TOC analyzer - UB",1,UB
2255586,SAU_C1,2000-06-20,NULL,10,DOC,227.042,0,"TOC analyzer - UB",1,UB
2255587,SAU_C1,2000-06-20,NULL,16,DOC,264.674,0,"TOC analyzer - UB",1,UB
2255588,SAU_C1,2000-06-20,NULL,25,DOC,267.255,0,"TOC analyzer - UB",1,UB
2255589,SAU_C1,2000-06-20,NULL,38,DOC,269.919,0,"TOC analyzer - UB",1,UB
2255590,SAU_C1,2000-07-18,NULL,0,DOC,238.948,0,"TOC analyzer - UB",1,UB
2255591,SAU_C1,2000-07-18,NULL,2,DOC,249.438,0,"TOC analyzer - UB",1,UB
2255592,SAU_C1,2000-07-18,NULL,5,DOC,280.16,0,"TOC analyzer - UB",1,UB
2255593,SAU_C1,2000-07-18,NULL,10,DOC,199.484,0,"TOC analyzer - UB",1,UB
2255594,SAU_C1,2000-07-18,NULL,16,DOC,271.917,0,"TOC analyzer - UB",1,UB
2255595,SAU_C1,2000-07-18,NULL,23,DOC,230.455,0,"TOC analyzer - UB",1,UB
2255596,SAU_C1,2000-07-18,NULL,32,DOC,345.184,0,"TOC analyzer - UB",1,UB
2255597,SAU_C1,2000-08-08,NULL,0,DOC,255.932,0,"TOC analyzer - UB",1,UB
2255598,SAU_C1,2000-08-08,NULL,5,DOC,250.604,0,"TOC analyzer - UB",1,UB
2255599,SAU_C1,2000-08-08,NULL,10,DOC,187.661,0,"TOC analyzer - UB",1,UB
2255600,SAU_C1,2000-08-08,NULL,20,DOC,275.83,0,"TOC analyzer - UB",1,UB
2255601,SAU_C1,2000-08-08,NULL,26,DOC,272.417,0,"TOC analyzer - UB",1,UB
2255602,SAU_C1,2000-08-08,NULL,33,DOC,296.811,0,"TOC analyzer - UB",1,UB
2255603,SAU_C1,2000-09-19,NULL,0,DOC,293.231,0,"TOC analyzer - UB",1,UB
2255604,SAU_C1,2000-09-19,NULL,5,DOC,382.066,0,"TOC analyzer - UB",1,UB
2255605,SAU_C1,2000-09-19,NULL,10,DOC,273.166,0,"TOC analyzer - UB",1,UB
2255606,SAU_C1,2000-09-19,NULL,18,DOC,231.121,0,"TOC analyzer - UB",1,UB
2255607,SAU_C1,2000-09-19,NULL,22,DOC,277.412,0,"TOC analyzer - UB",1,UB
2255608,SAU_C1,2000-10-18,NULL,0,DOC,277.079,0,"TOC analyzer - UB",1,UB
2255609,SAU_C1,2000-10-18,NULL,5,DOC,509.699,0,"TOC analyzer - UB",1,UB
2255610,SAU_C1,2000-10-18,NULL,10,DOC,374.49,0,"TOC analyzer - UB",1,UB
2255611,SAU_C1,2000-10-18,NULL,15,DOC,262.343,0,"TOC analyzer - UB",1,UB
2255612,SAU_C1,2000-10-18,NULL,20,DOC,299.559,0,"TOC analyzer - UB",1,UB
2255613,SAU_C1,2000-11-14,NULL,0,DOC,786.362,0,"TOC analyzer - UB",1,UB
2255614,SAU_C1,2000-11-14,NULL,5,DOC,191.158,0,"TOC analyzer - UB",1,UB
2255615,SAU_C1,2000-11-14,NULL,12,DOC,187.745,0,"TOC analyzer - UB",1,UB
2255616,SAU_C1,2000-11-14,NULL,17,DOC,184.831,0,"TOC analyzer - UB",1,UB
2255617,SAU_C1,2000-11-14,NULL,23,DOC,254.433,0,"TOC analyzer - UB",1,UB
2255618,SAU_C1,2000-12-12,NULL,0,DOC,194.988,0,"TOC analyzer - UB",1,UB
2255619,SAU_C1,2000-12-12,NULL,5,DOC,200.15,0,"TOC analyzer - UB",1,UB
2255620,SAU_C1,2000-12-12,NULL,13,DOC,266.422,0,"TOC analyzer - UB",1,UB
2255621,SAU_C1,2000-12-12,NULL,16,DOC,216.468,0,"TOC analyzer - UB",1,UB
2255622,SAU_C1,2000-12-12,NULL,20,DOC,210.64,0,"TOC analyzer - UB",1,UB
2255623,SAU_C1,2001-01-23,NULL,0,DOC,333.528,0,"TOC analyzer - UB",1,UB
2255624,SAU_C1,2001-01-23,NULL,5,DOC,268.587,0,"TOC analyzer - UB",1,UB
2255625,SAU_C1,2001-01-23,NULL,16,DOC,266.339,0,"TOC analyzer - UB",1,UB
2255626,SAU_C1,2001-01-23,NULL,28,DOC,198.152,0,"TOC analyzer - UB",1,UB
2255627,SAU_C1,2001-01-23,NULL,37,DOC,190.076,0,"TOC analyzer - UB",1,UB
2255628,SAU_C1,2001-02-13,NULL,0,DOC,184.165,0,"TOC analyzer - UB",1,UB
2255629,SAU_C1,2001-02-13,NULL,5,DOC,259.013,0,"TOC analyzer - UB",1,UB
2255630,SAU_C1,2001-02-13,NULL,10,DOC,658.729,0,"TOC analyzer - UB",1,UB
2255631,SAU_C1,2001-02-13,NULL,27,DOC,229.29,0,"TOC analyzer - UB",1,UB
2255632,SAU_C1,2001-02-13,NULL,39,DOC,413.704,0,"TOC analyzer - UB",1,UB
2255633,SAU_C1,2001-03-13,NULL,0,DOC,278.744,0,"TOC analyzer - UB",1,UB
2255634,SAU_C1,2001-03-13,NULL,5,DOC,257.68,0,"TOC analyzer - UB",1,UB
2255635,SAU_C1,2001-03-13,NULL,10,DOC,239.863,0,"TOC analyzer - UB",1,UB
2255636,SAU_C1,2001-03-13,NULL,20,DOC,226.126,0,"TOC analyzer - UB",1,UB
2255637,SAU_C1,2001-03-13,NULL,30,DOC,190.326,0,"TOC analyzer - UB",1,UB
2255638,SAU_C1,2001-03-13,NULL,39,DOC,190.742,0,"TOC analyzer - UB",1,UB
2255639,SAU_C1,2001-04-11,NULL,0,DOC,224.128,0,"TOC analyzer - UB",1,UB
2255640,SAU_C1,2001-04-11,NULL,5,DOC,187.495,0,"TOC analyzer - UB",1,UB
2255641,SAU_C1,2001-04-11,NULL,10,DOC,182.832,0,"TOC analyzer - UB",1,UB
2255642,SAU_C1,2001-04-11,NULL,20,DOC,170.344,0,"TOC analyzer - UB",1,UB
2255643,SAU_C1,2001-04-11,NULL,29,DOC,208.392,0,"TOC analyzer - UB",1,UB
2255644,SAU_C1,2001-04-11,NULL,36,DOC,181.001,0,"TOC analyzer - UB",1,UB
2255645,SAU_C1,2001-05-10,NULL,0,DOC,229.373,0,"TOC analyzer - UB",1,UB
2255646,SAU_C1,2001-05-10,NULL,5,DOC,233.036,0,"TOC analyzer - UB",1,UB
2255647,SAU_C1,2001-05-10,NULL,14,DOC,228.541,0,"TOC analyzer - UB",1,UB
2255648,SAU_C1,2001-05-10,NULL,23,DOC,193.489,0,"TOC analyzer - UB",1,UB
2255649,SAU_C1,2001-05-10,NULL,30,DOC,236.034,0,"TOC analyzer - UB",1,UB
2255650,SAU_C1,2001-05-10,NULL,36,DOC,230.455,0,"TOC analyzer - UB",1,UB
2255651,SAU_C1,2001-06-06,NULL,0,DOC,266.006,0,"TOC analyzer - UB",1,UB
2255652,SAU_C1,2001-06-06,NULL,5,DOC,183.082,0,"TOC analyzer - UB",1,UB
2255653,SAU_C1,2001-06-06,NULL,15,DOC,140.954,0,"TOC analyzer - UB",1,UB
2255654,SAU_C1,2001-06-06,NULL,30,DOC,129.298,0,"TOC analyzer - UB",1,UB
2255655,SAU_C1,2001-06-06,NULL,38,DOC,142.453,0,"TOC analyzer - UB",1,UB
2255656,SAU_C1,2001-07-18,NULL,0,DOC,250.52,0,"TOC analyzer - UB",1,UB
2255657,SAU_C1,2001-07-18,NULL,5,DOC,242.694,0,"TOC analyzer - UB",1,UB
2255658,SAU_C1,2001-07-18,NULL,10,DOC,212.389,0,"TOC analyzer - UB",1,UB
2255659,SAU_C1,2001-07-18,NULL,20,DOC,170.261,0,"TOC analyzer - UB",1,UB
2255660,SAU_C1,2001-07-18,NULL,30,DOC,189.576,0,"TOC analyzer - UB",1,UB
2255661,SAU_C1,2001-07-18,NULL,35,DOC,205.978,0,"TOC analyzer - UB",1,UB
2255662,SAU_C1,2001-08-22,NULL,0,DOC,265.09,0,"TOC analyzer - UB",1,UB
2255663,SAU_C1,2001-08-22,NULL,5,DOC,248.356,0,"TOC analyzer - UB",1,UB
2255664,SAU_C1,2001-08-22,NULL,8,DOC,205.895,0,"TOC analyzer - UB",1,UB
2255665,SAU_C1,2001-08-22,NULL,15,DOC,191.574,0,"TOC analyzer - UB",1,UB
2255666,SAU_C1,2001-08-22,NULL,25,DOC,155.857,0,"TOC analyzer - UB",1,UB
2255667,SAU_C1,2001-08-22,NULL,34,DOC,212.555,0,"TOC analyzer - UB",1,UB
2255668,SAU_C1,2001-09-19,NULL,0,DOC,222.213,0,"TOC analyzer - UB",1,UB
2255669,SAU_C1,2001-09-19,NULL,5,DOC,228.374,0,"TOC analyzer - UB",1,UB
2255670,SAU_C1,2001-09-19,NULL,10,DOC,174.507,0,"TOC analyzer - UB",1,UB
2255671,SAU_C1,2001-09-19,NULL,20,DOC,179.669,0,"TOC analyzer - UB",1,UB
2255672,SAU_C1,2001-09-19,NULL,28,DOC,218.217,0,"TOC analyzer - UB",1,UB
2255673,SAU_C1,2001-10-17,NULL,0,DOC,300.891,0,"TOC analyzer - UB",1,UB
2255674,SAU_C1,2001-10-17,NULL,5,DOC,292.232,0,"TOC analyzer - UB",1,UB
2255675,SAU_C1,2001-10-17,NULL,10,DOC,194.072,0,"TOC analyzer - UB",1,UB
2255676,SAU_C1,2001-10-17,NULL,20,DOC,227.375,0,"TOC analyzer - UB",1,UB
2255677,SAU_C1,2001-10-17,NULL,23,DOC,272.001,0,"TOC analyzer - UB",1,UB
2255678,SAU_C1,2001-11-14,NULL,0,DOC,257.68,0,"TOC analyzer - UB",1,UB
2255679,SAU_C1,2001-11-14,NULL,5,DOC,271.501,0,"TOC analyzer - UB",1,UB
2255680,SAU_C1,2001-11-14,NULL,10,DOC,258.43,0,"TOC analyzer - UB",1,UB
2255681,SAU_C1,2001-11-14,NULL,14,DOC,297.477,0,"TOC analyzer - UB",1,UB
2255682,SAU_C1,2001-11-14,NULL,18,DOC,240.696,0,"TOC analyzer - UB",1,UB
2255683,SAU_C1,2001-11-14,NULL,20,DOC,273.25,0,"TOC analyzer - UB",1,UB
2255684,SAU_C1,2001-12-12,NULL,0,DOC,281.159,0,"TOC analyzer - UB",1,UB
2255685,SAU_C1,2001-12-12,NULL,5,DOC,252.685,0,"TOC analyzer - UB",1,UB
2255686,SAU_C1,2001-12-12,NULL,10,DOC,246.857,0,"TOC analyzer - UB",1,UB
2255687,SAU_C1,2001-12-12,NULL,15,DOC,262.676,0,"TOC analyzer - UB",1,UB
2255688,SAU_C1,2001-12-12,NULL,20,DOC,296.395,0,"TOC analyzer - UB",1,UB
