date,swt,v,lh,sh,strat,t,rh,sp,cc,ws,sr,st7,st28,st100,st255,sm7,sm28,sm100,sm255,tp,pev,q_gwlf,doc_gwlf,q_inca,doc_inca
2007-01-17,8.141294,98215902.270955,-32.421864,-6.100565,0.253859,7.13249990416667,81.636215125,973.259744166667,13.2083333333333,5.349945925,106.166666666667,6.359583275,6.8449999125,7.81166641666667,10.482499875,0.274958333333333,0.288041666666667,0.302,0.306,0,1.2368133065,22.5851,2.24548,0.7485,3.206
2007-01-18,8.11103,98377902.270955,-41.917607,-4.916162,0.2714,7.61374997916667,82.607626,973.781635416667,76.3333333333333,6.95813894166667,97,6.4845832625,6.40958328333333,7.75958325833333,10.4179166666667,0.27275,0.286625,0.302,0.306,0,1.141067346,22.352,2.24416,0.7266,3.227
2007-01-19,8.168166,98540202.270955,-3.83714,2.583934,0.255073,11.6012502166667,71.614795375,975.578341666667,14.7083333333333,5.06465710416667,109.666666666667,9.3720832875,7.72624994583333,7.79916662916667,10.3554166666667,0.268333333333333,0.2845,0.300833333333333,0.306,0,1.4628070436,22.1213,2.24288,0.7047,3.241
2007-01-20,8.2167,98702902.270955,-2.441584,2.800712,0.2801,11.2054169333333,81.4426220833333,972.09072875,25.7916666666667,5.20832705833333,109.458333333333,8.64916665416667,8.26166655833333,7.98666672083333,10.29499975,0.263791666666667,0.282041666666667,0.3,0.306,0,1.36945984744,21.893,2.24166,0.6834,3.253
2007-01-21,8.176357,98296802.270955,-7.393484,-0.238811,0.279734,9.4241666125,86.3767249166667,969.07135125,70.1666666666667,5.03145510833333,76.125,8.20541659166667,8.1824999125,8.17,10.24499975,0.262083333333333,0.280541666666667,0.2995,0.306,0,0.99193492,21.667,2.24047,0.6708,3.271
2007-01-22,8.106878,97171202.270955,-14.261798,-2.021611,0.358858,9.19083325833333,91.6003624166667,956.989025833333,83,6.27582418333333,45.625,9.0491665375,8.69083322916667,8.33666654166667,10.195,0.267458333333333,0.279666666666667,0.299,0.306,0.9,0.595808516,21.4434,2.23933,0.6825,3.325
2007-01-23,7.893391,96256702.270955,-155.989421,-32.214331,0.252668,5.96999990416667,69.2590062083333,948.91170375,36.1666666666667,11.4482477541667,89.8333333333333,6.80333320833333,7.332499975,8.39916666666667,10.1533333333333,0.275083333333333,0.279416666666667,0.299,0.306,0,1.394344354,21.222,2.23825,0.7143,3.424
2007-01-24,7.752967,95191602.270955,-103.266965,-26.213404,0.355392,2.73874995666667,50.8510325833333,953.846145416667,45.0833333333333,6.7147194375,123.75,3.34083329583333,5.04291660416667,8.15333325416667,10.1075,0.270166666666667,0.278708333333333,0.299083333333333,0.306,0,1.4340716985,21.003,2.2372,0.73,3.507
2007-01-25,7.650565,94446702.270955,-48.604393,-17.436144,0.41126,0.70333332625,71.469788,955.185691666667,79.5416666666667,8.31397091666667,83.125,-0.00291666166666667,2.55333332916667,7.57833327083333,10.0533331666667,0.26875,0.279041666666667,0.300083333333333,0.306,0,0.8564870209,20.7862,2.2362,0.7364,3.518
2007-01-26,7.591855,94564102.270955,-13.217383,-4.424713,0.176573,0.703333302916667,70.2188542083333,963.695125,0.958333333333333,6.52236845416667,124.833333333333,0.238750011041667,1.83249999166667,6.84291660416667,9.9887498125,0.267625,0.278416666666667,0.300416666666667,0.306,0,1.1860187302,20.5723,2.23518,0.7388,3.505
2007-01-27,7.490621,94681602.270955,-51.421795,-14.370442,0.46955,1.98458333833333,73.91458425,971.06902375,0,4.43268436666667,126.166666666667,0.15958334,1.32208333333333,6.19708329583333,9.90333333333333,0.265208333333333,0.2765,0.299416666666667,0.306,0,1.2754968079,20.3593,2.23433,0.74,3.491
