date,q,swt,v,lh,sh,light,strat,t,rh,sp,cc,pev,ws,st7,st28,st100,st255,sm7,sm28,sm100,sm255,tp
1998-11-05,4.2477,14.374961,68661531.346648,-7.596677,-1.953112,262.672681,0.127366,9.52833325,93.4329561666667,966.22772125,74.4583333333333,0.045791111,3.5719875,11.1720832708333,11.9741665625,13.4554166041667,16.197083875,0.367291666666667,0.340791666666667,0.337833333333333,0.311,3.4
1998-11-06,4.8148,14.255681,67996179.110169,-35.929803,-8.169044,314.198496,0.250932,9.71374989583333,87.040277375,971.987154166667,48.8333333333333,0.0621886027083333,3.68212793333333,9.91166659583333,11.0554165833333,13.2949998958333,16.1366666666667,0.360458333333333,0.346833333333333,0.341041666666667,0.311,0.1
1998-11-07,3.9699,14.149666,67433692.599445,-30.812404,-7.169895,332.554642,0.237072,8.45958327916667,82.7911854166667,973.156831666667,1.08333333333333,0.0666210345416667,3.55536761666667,7.62416655833333,9.663749875,12.974166625,16.05958475,0.346125,0.346041666666667,0.34,0.311,0
1998-11-08,4.6296,13.865774,66874010.472357,-116.993683,-25.690861,321.145397,0.227858,8.52208326666667,81.31845775,974.867302083333,0.291666666666667,0.0695018044333333,5.50561019583333,7.5574998875,8.89916660416667,12.5512498958333,15.986666625,0.337125,0.3435,0.339541666666667,0.311,0
1998-11-09,4.5023,13.704715,66644365.991264,-74.082927,-13.882872,309.028669,0.222225,10.2970833375,80.1599921666667,972.49055125,5.20833333333333,0.067924287875,5.57262239166667,8.98458326666667,9.21583322083333,12.186666625,15.8970827916667,0.330875,0.340458333333333,0.339,0.311916666666667,0
1998-11-10,4.2477,13.626324,66447904.462724,-37.440695,-5.378845,224.647043,0.335367,12.0054169375,81.1124363333333,968.023884166667,18.2916666666667,0.0639573343541667,6.18827846666667,10.5720832916667,10.0616665625,11.9866665833333,15.8074998333333,0.326333333333333,0.337458333333333,0.337875,0.312,0.1
1998-11-11,4.5139,13.535776,66088626.48046,-34.723243,-5.858541,260.536718,0.213347,11.5491665833333,83.1085045416667,967.602562916667,63.875,0.0512400309875,5.35212970833333,11.338749925,10.9845832708333,12.0137495625,15.7179165625,0.357541666666667,0.340708333333333,0.338166666666667,0.312,4
1998-11-12,4.1667,13.518541,65633047.199606,-9.795255,-1.866704,289.477288,0.207912,9.82416656666667,81.5691107083333,962.513156666667,61.8333333333333,0.063563768875,5.31870309166667,9.41583325,9.56791658333333,11.9283332083333,15.6283333333333,0.347875,0.342875,0.338458333333333,0.312,0.8
1998-11-13,3.2292,13.225287,65633047.199606,-108.789822,-26.620691,124.851381,0.209864,9.1783331875,84.3539130833333,959.903537083333,62.875,0.0311693680095833,6.4998337625,9.36374989166667,9.907499875,11.8116664791667,15.5429163958333,0.348625,0.343041666666667,0.338,0.312,0.9
1998-11-14,3.9583,13.155057,65308785.135656,-1.661442,-0.346809,224.576631,0.218431,9.82208323333333,84.159424625,958.560115,45.5,0.0526627771666667,5.44944968333333,9.10125,9.11999989583333,11.6324999583333,15.4470833333333,0.342791666666667,0.343041666666667,0.33775,0.312,0.4
